Species,Group
Thoralus cranchii ,1
Thoralus sollaudi ,1
Thracia convexa ,1
Thracia distorta ,1
Thracia gracilis ,1
Thracia myopsis ,1
Thracia papyracea ,1
Thracia phaseolina ,1
Thracia pubescens ,1
Thracia rectangularis ,1
Thracia septentrionalis ,1
Thracia sp. ,1
Thracia trapezoides ,2
Thracia villosiuscula ,1
Thuiaria articulata ,2
Thuiaria carica ,2
Thuiaria thuja ,2
Thyasira alleni ,3
Thyasira croulinensis ,1
Thyasira equalis ,3
Thyasira eumyaria ,2
Thyasira falklandica ,3
Thyasira ferruginea ,2
Thyasira flexuosa ,3
Thyasira gouldi ,1
Thyasira granulosa ,4
Thyasira incrassata ,2
Thyasira obsoleta ,1
Thyasira planata ,3
Thyasira pygmaea ,1
Thyasira sarsi ,3
Thyasira sp. ,2
Thyasira succisa ,3
Thyone cherbonnieri ,1
Thyone elegans ,1
Thyone fusus ,1
Thyone gadeana ,1
Thyone inermis ,1
Thyone raphanus ,1
Thyone roscovita ,1
Thyone sp. ,1
Thyonidium commune ,1
Thyonidium drummondii ,1
Thyonidium sp. ,1
Thysanocardia nigra ,2
Thysanocardia procera ,1
Thysanoessa inermis ,0
Thysanoessa raschii ,0
Tiburonella viscana ,1
Timarete filigera ,4
Timarete nasuta ,4
Timarete sp. ,4
Timoclea concinna ,1
Timoclea ovata ,1
Timoclea sp. ,1
Tindaria sp. ,2
Tindaria striata ,2
Tindaria virens ,2
TIPULIDAE ,4
Tiron acanthurus ,1
Tiron biocellata ,1
Tiron sp. ,1
Tiron spiniferus ,1
Tmetonyx caeculus ,2
Tmetonyx cicada ,1
Tmetonyx similis ,1
Tmetonyx sp. ,1
Tomopteris helgolandica ,2
Tonicella marmorea ,1
Tonicella rubra ,1
Tonicia atrata ,1
Tonicia sp. ,1
Tornus subcarinatus ,0
Tozeuma carolinense ,1
Trachinus draco ,0
Trachycardium magnum ,2
Trachycardium muricatum ,2
Trachycardium quadragenarium ,2
Trachycardium sp. ,2
Trachyleberis lytteltonensis ,2
Trachythyone elongata ,1
Trachythyone sp. ,1
Trachythyone tergestina ,1
Tragula fenestrata ,2
Transenella tantilla ,3
Transennella sp. ,1
Trapezium liratum ,1
Traskorchestia georgiana ,1
Traskorchestia traskiana ,1
Travisia brevis ,1
Travisia chiloensis ,1
Travisia forbesii ,1
Travisia japonica ,1
Travisia pupa ,1
Travisia sp. ,1
Tresus sp. ,2
Tricellaria gracilis ,2
Tricellaria peachii ,2
Tricellaria ternata ,2
TRICHOBRANCHIDAE ,2
Trichobranchus bibranchiatus ,2
Trichobranchus glacialis ,2
Trichobranchus roseus ,2
Trichobranchus sp. ,2
Trichophoxus epistomus ,2
Trichotropis borealis ,0
Tricolia affinis ,1
Tricolia pullus ,1
Tricolia sp. ,1
Tricolia speciosa ,1
Tricolia speculosa ,1
Tricolia tenuis ,1
Tricolia umbilicata ,1
Trididemnum tenerum ,0
Tridonta borealis ,1
Tridonta elliptica ,1
Tridonta montagui ,1
Tridonta sp. ,1
Trigonaphera bocageana ,1
Trigonothracia jinxingae ,1
Trigonothracia pusilla ,1
Triphora adversa ,1
Triphora aspera ,1
Triphora erythrosoma ,1
Triphora perversa ,1
Triphora sp. ,1
Tripylaster philippii ,1
Tritaeta gibbosa ,0
Tritella pilimana ,2
Tritodynamia horvathi ,2
Tritodynamia intermedia ,0
Tritodynamia rathbunae ,2
Tritonia hombergii ,1
Tritonia plebeia ,1
Tritonia sp. ,1
Tritonia varicosa ,2
Tritonoharpa leali ,1
Trivia arctica ,1
Trivia europea ,1
Trivia mediterranea ,1
Trivia monacha ,1
Trivia pulex ,1
Trochochaeta multisetosa ,3
Trochoderma elegans ,1
Trochus sp. ,1
Trophon muricatus ,1
Trophon sp. ,1
Trophonopsis barvicensis ,1
Trophonopsis muricata ,1
Trophonopsis sp. ,1
Tropidomya abbreviata ,1
Truncatella subcylindrica ,3
Tryonia sp. ,1
Trypanosyllis aeolis ,2
Trypanosyllis coeliaca ,2
Trypanosyllis gemmipara ,2
Trypanosyllis parvidentata ,2
Trypanosyllis sp. ,2
Trypanosyllis vittigera ,2
Trypanosyllis zebra ,2
Trypauchen vagina  ,0
Tryphosella horingi ,1
Tryphosella longidactyla ,1
Tryphosella nanoides ,1
Tryphosella rusanovi ,1
Tryphosella sarsi ,1
Tryphosella sp. ,1
Tryphosites longipes ,1
Tryphosites sp. ,1
Tubastraea coccinea ,4
Tubastraea micranthus ,4
Tubastraea tagusensis ,4
Tuberapseudes echinatus ,3
Tubifex costatus ,5
Tubifex litoralis ,5
Tubifex nerthus ,5
Tubifex tubifex ,5
TUBIFICIDAE ,5
TUBIFICINAE ,5
Tubificoides amplivasatus ,5
Tubificoides benedii ,5
Tubificoides brownae ,5
Tubificoides crenacoleus ,5
Tubificoides galiciensis ,5
Tubificoides heterochaetus ,5
Tubificoides insularis ,5
Tubificoides pseudogaster ,5
Tubificoides sp. ,5
Tubificoides swirencoides ,5
Tubificoides vestibulatus ,5
Tubificoides wasselli ,5
Tubulanus annulatus ,2
Tubulanus cingulatus ,2
Tubulanus linearis ,2
Tubulanus polymorphus ,2
Tubulanus rhabdotus ,2
Tubulanus sp. ,2
Tubularia larynx ,1
Tubularia sp. ,1
Tullbergella cuspidatus ,0
TURBELLARIA ,2
Turbicellepora avicularis ,0
Turboella parva ,1
Turbonilla acuta ,1
Turbonilla acutissima ,1
Turbonilla conradi ,1
Turbonilla crenata ,1
Turbonilla delicata ,1
Turbonilla elegantissima ,1
Turbonilla interrupta ,1
Turbonilla lactea ,1
Turbonilla obliquata ,1
Turbonilla portoricana ,1
Turbonilla pusilla ,1
Turbonilla rufa ,1
Turbonilla sp. ,1
Turricula javana ,1
Turricula nelliae ,1
Turrisipho lachesis ,1
Turritella auricincta ,1
Turritella biplicata ,1
Turritella brocchii ,1
Turritella communis ,2
Turritella sp. ,1
Turritella triplicata ,1
Turritella turbona ,1
Turtonia minuta ,2
Tylonereis bogoyawlenskyi ,3
Tylonereis sp. ,3
Tylos europaeus ,2
Typhlocarcinops canaliculatus ,2
Typhlocarcinops sp. ,2
Typhlocarcinus nudus ,2
Typhlodaphne strebeli ,1
Typhloscolex muelleri ,0
Typhlotanais aequiremis ,2
Typhlotanais finmarchicus ,2
Typhlotanais sp. ,2
Typhlotanais tenuimanus ,2
Typosyllis amica ,2
Typosyllis armillaris ,2
Typosyllis brevipennis ,2
Typosyllis caeca ,2
Typosyllis corallicola ,3
Typosyllis cornuta ,2
Typosyllis garciai ,2
Typosyllis gerlachi ,2
Typosyllis heterochaeta ,2
Typosyllis hyalina ,1
Typosyllis krohni ,2
Typosyllis lutea ,3
Typosyllis nipponica ,3
Typosyllis ortizi ,2
Typosyllis pigmentata ,3
Typosyllis prolifera ,2
Typosyllis sp. ,2
Typosyllis truncata cryptica ,2
Typosyllis variegata ,2
Typosyllis vittata ,2
Uca arcuata  ,1
Uca sindensis ,1
Uca sp. ,0
Uca tangeri ,2
Umbellula encrinus ,1
Umbonium thomasi  ,2
Umbonium vestiarium ,2
Uncinais uncinata ,5
Unciola crenatipalma ,1
Unciola irrorata ,1
Unciola leucopis ,1
Unciola planipes ,1
Unciola serrata ,1
Unciola sp. ,1
Upogebia affinis ,1
Upogebia deltaura ,1
Upogebia major  ,1
Upogebia pugettensis ,2
Upogebia pusilla ,1
Upogebia sp. ,1
Upogebia stellata ,1
Upogebia tipica ,1
Upogebia wuhsienweni ,1
Urasterias lincki ,2
Urechis caupo ,0
Urechis chilensis ,3
Urechis unicinctus  ,2
Uristes entalladurus ,1
Uristes umbonatus ,1
Uromunna reynoldsi ,2
Uromunna sp. ,2
Uromunna ubiquita ,2
Urothoe brevicornis ,1
Urothoe corsica ,1
Urothoe elegans ,1
Urothoe grimaldii ,1
Urothoe hesperiae ,1
Urothoe intermedia ,1
Urothoe marina ,1
Urothoe poseidonis ,1
Urothoe pulchella ,1
Urothoe sp. ,1
Uroxia aurantiaca ,1
Urticina felina ,1
Urticina sp. ,1
Valencinia longirostris ,3
Vanadis crystallina ,0
Vargula mediterranea ,2
Vargula tsujii ,2
Varicorbula gibba ,4
Varicorbula sp. ,4
Vaunthompsonia cristata ,1
Vaunthompsonia floridana ,2
Vaunthompsonia minor ,2
Vaunthompsonia sp. ,2
Velutina velutina ,3
Vemakylindrus cantabricus ,0
Vemakylindrus hastatus ,0
Vemakylindrus sp. ,0
VENERIDAE ,1
Venerupis aurea ,1
Venerupis corrugata ,1
Venerupis decussata ,1
Venerupis geographica ,1
Venerupis philippinarum ,3
Venerupis pullastra ,1
Venerupis rhomboides ,1
Venerupis senegalensis ,1
Venerupis sp. ,1
Ventrosia ventrosa ,3
Venus antiqua ,1
Venus casina ,1
Venus fasciata ,1
Venus gallina ,1
Venus ovata ,1
Venus sp. ,1
Venus striatula ,1
Venus toreuma ,1
Venus verrucosa ,1
Veremolpa micra  ,3
Veretillum cynomorium ,1
Veretillum sp. ,1
Vermilia multicristata ,3
Vermiliopsis annulata ,2
Vermiliopsis bermudensis ,2
Vermiliopsis infundibulum ,2
Vermiliopsis langerhansi ,2
Vermiliopsis lobata ,2
Vermiliopsis sp. ,2
Verruca stroemia ,1
Vesicularia spinosa ,2
Vexillum filistriatum ,1
Virgularia mirabilis ,1
Virgularia sp. ,1
Vitreolina antiflexa ,1
Vitreolina colini ,1
Vitreolina devians ,1
Vitreolina philippi ,1
Vitreolina sp. ,1
Vitrinella helicoidea ,2
Vitrinella oldroydi ,2
Vitrinella sp. ,2
Vitrinella stearnsi ,2
Volachlamys hirasei ,1
Volutopsius norwegicus ,2
Volvulella acuminata ,2
Volvulella panamica ,2
Waldo parasiticus ,1
Walkeria uva ,2
Websterinereis glauca ,3
Websterinereis sp. ,3
Websterinereis tridentata ,3
Westwoodilla acutifrons ,2
Westwoodilla caecula ,2
Westwoodilla longimana ,2
Westwoodilla rectirostris ,2
Westwoodilla sp. ,2
Westwoodilla tone ,2
Xantho incisus ,1
Xantho pilipes ,1
Xanthochorus cassidiformis ,1
Xenanthura brevitelson ,2
Xenodice frauenfeldti ,1
Xenoleberis californica ,2
Xenophthalmodes morsei ,2
Xenophthalmus pinnotheroides ,2
Xenostrobus securis ,0
Xenosyllis scabra ,2
Xenoturbella bocki ,0
Yoldia amygdalea ,1
Yoldia hyperborea ,1
Yoldia limatula ,1
Yoldia sapotilla ,1
Yoldia seminuda ,1
Yoldia similis ,1
Yoldiella fraterna ,1
Yoldiella frigida ,1
Yoldiella intermedia ,2
Yoldiella lenticula ,1
Yoldiella lucida ,1
Yoldiella nana ,1
Yoldiella oblonga ,2
Yoldiella philippiana ,1
Yoldiella solidula ,1
Yoldiella sp. ,1
Yoldiella tomlini ,1
Zaolutus actius ,1
Zenobiana prismatica ,2
Zeppelina monostyla ,4
Zeuxo holdichi ,3
Zeuxo normani ,3
ZOANTHARIA ,1
Zoobotryon verticillatum ,2
Zygonemertes virescens ,2
Zygophylax sp. ,2
